SECURITY NAME,% OF PORTFOLIO,Fund_Id
SIRIUS XM RADIO INC:3.875 01SEP2031,0.31,F-103
SKYMILES IP LTD:4.750 20OCT2028,0.74,F-103
SMBC AVIATION CAPITAL FINANCE DA:5.700 25JUL2033,0.43,F-103
SMITHFIELD FOODS INC:3.000 15OCT2030,0.58,F-103
SODEXHO:2.718 16APR2031,0.48,F-103
SOUTHERN CALIFORNIA EDISON COMPANY:5.875 01DEC2053,0.23,F-103
STEWART INFO SERV CORP:3.600 15NOV2031,0.33,F-103
SYNCHRONY FINANCIAL:4.500 23JUL2025,0.51,F-103
SYNGENTA FINANCE NV:4.892 24APR2025,0.26,F-103
SYNOVUS FINANCIAL CORP.:5.200 11AUG2025,0.41,F-103
T-MOBILE USA INC:2.250 15NOV2031,0.27,F-103
TENCENT HOLDINGS LIMITED:2.390 03JUN2030,0.14,F-103
TENCENT HOLDINGS LIMITED:3.595 19JAN2028,0.41,F-103
TENCENT HOLDINGS LIMITED:3.975 11APR2029,0.24,F-103
TORONTO-DOMINION BANK/THE:8.125 31OCT2082,0.88,F-103
TRANS GAS INT:5.550 01NOV2028,0.33,F-103
UBS GROUP AG:9.016 15NOV2033,0.56,F-103
UNITED AIRLINES 2020-1 CLASS A PASS THRO:5.875 15OCT2027,0.51,F-103
UNITED STATES TREASURY:BILL 0.000 30NOV2023,1.64,F-103
UNITEDHEALTH GROUP INCORPORATED:4.750 15MAY2052,0.19,F-103
UNITEDHEALTH GROUP INCORPORATED:5.200 15APR2063,0.18,F-103
US 10YR NOTE (CBT)DEC23 XCBT 20231219,0.08,F-103
US 10YR ULTRA FUT DEC23 XCBT 20231219,0.32,F-103
US 2YR NOTE (CBT) DEC23 XCBT 20231229,-0.04,F-103
US 5YR NOTE (CBT) DEC23 XCBT 20231229,0.04,F-103
US BANCORP:5.836 12JUN2034,1.04,F-103
US BANCORP:5.850 21OCT2033,0.08,F-103
US LONG BOND(CBT) DEC23 XCBT 20231219,-0.51,F-103
US ULTRA BOND CBT DEC23 XCBT 20231219,-0.22,F-103
VAR ENERGI ASA:7.500 15JAN2028,0.55,F-103
VERIZON COMMUNICATIONS INC:1.750 20JAN2031,0.68,F-103
VERIZON COMMUNICATIONS INC:3.400 22MAR2041,0.19,F-103
VICI PROPERTIES LP:3.875 15FEB2029,0.84,F-103
VIRGINIA ELECTRIC AND POWER COMPANY:2.450 15DEC2050,0.13,F-103
VIRGINIA ELECTRIC AND POWER COMPANY:2.950 15NOV2051,0.08,F-103
WELLS FARGO & CO:2.879 30OCT2030,0.06,F-103
WELLS FARGO & CO:4.808 25JUL2028,0.17,F-103
WELLS FARGO & CO:5.574 25JUL2029,0.13,F-103
WESTPAC BANKING CORP:2.668 15NOV2035,0.15,F-103
WILLIAMS COS INC:5.300 15AUG2028,0.41,F-103
WILLIAMS COS INC:5.300 15AUG2052,0.45,F-103
null,null,F-103
null,null,F-103
null,null,F-103
null,null,F-103
"Please consider the investment objective, risks, charges and expenses of the fund carefully before investing. The prospectus contains this and other information about the fund. To obtain a prospectus, download one at morganstanley.com/im. Please read the prospectus carefully before investing.",null,F-103
Morgan Stanley Investment Management (MSIM) is the asset management division of Morgan Stanley.,null,F-103
null,null,F-103
null,null,F-103
NOT FDIC INSURED | OFFER NO BANK GUARANTEE | MAY LOSE VALUE | NOT INSURED BY ANY FEDERAL GOVERNMENT AGENCY | NOT A DEPOSIT,null,F-103
null,null,F-103
©2023 Morgan Stanley.,null,F-103
ADVANTECH CO LTD,0.25,F-104
AIRTAC INTERNATIONAL GROUP,0.65,F-104
ALIBABA GROUP HOLDING LTD,1.51,F-104
ALINMA BANK,0.85,F-104
ANGLO AMERICAN PLC,2.02,F-104
ANTOFAGASTA PLC,1.39,F-104
AVI LTD,1.27,F-104
AXIS BANK LTD,0.79,F-104
BAJAJ AUTO LTD,1.45,F-104
BAJAJ FINANCE LTD,1.18,F-104
BANCO BTG PACTUAL SA-UNIT,1.17,F-104
BANK CENTRAL ASIA PT,1.07,F-104
BANK MANDIRI PERSERO TBK PT,1.66,F-104
BANK RAKYAT INDONESIA,1.1,F-104
BIDVEST GROUP LTD,1.11,F-104
BYD CO. LTD,1.65,F-104
CAPITEC BANKHOLDING S LTD,1.19,F-104
CENTRAL RETAIL CORP-FOREIGN,0.25,F-104
CHAILEASE HOLDING CO LTD,1.18,F-104
CHINA CONSTRUCTION BANK - H,1.83,F-104
CHINA MENGNIU DAIRY CO,1.02,F-104
CHINA MERCHANTS BANK H SHS,0.99,F-104
CHINA RESOURCES BEER HOLDINGS,0.69,F-104
CHINA TOURISM GROUP DUTY F-H,0.32,F-104
CISARUA MOUNTAIN DAIRY PT TBK,0.5,F-104
CP ALL PCL FOREIGN,0.24,F-104
CTBC FINANCIAL HOLDING CO LT,0.42,F-104
Cash,1.75,F-104
DB INSURANCE CO LTD,0.25,F-104
DELHIVERY LTD,0.62,F-104
DELTA ELECTRONICSLTD TWD10 ORDS,0.94,F-104
GALP ENERGIA SGPS SA B SHRS,2.1,F-104
GRUMA SA DE CV MXN SER B,1.68,F-104
GRUPO AEROPORTUARIO SER B NPV,0.95,F-104
GRUPO FINANCIERO BANORTE SA DE CV,0.46,F-104
HDFC ASSET MANAGEMENT CO LTD,0.69,F-104
HDFC BANK LTD,1.78,F-104
HINDALCO INDUSTRIES LTD,1.34,F-104
HYUNDAI MARINE & FIRE INS CO,0.25,F-104
ICICI BANK LTD,2.47,F-104
ICICI PRUDENTIAL LIFE INSURANCE,0.79,F-104
INFOSYS LTD,1.22,F-104
INFOSYS LTD ADR,0.58,F-104
ITAU UNIBANCO HOLDING SA:PFD 0.000,1.13,F-104
JD.COM INC - CL A,0.31,F-104
JIANGSU HENGRUI PHARMACEUT-A,0.63,F-104
KASIKORNBANK PCL-FOREIGN,0.68,F-104
KB FINANCIAL GROUP INC,0.71,F-104
KIA CORP,0.59,F-104
KOREA ZINC CO LTD,0.69,F-104
KWEICHOW MOUTAI CO LTD-A,1.07,F-104
LARSEN & TOUBRO LTD,1.04,F-104
LG CHEM LTD,0.2,F-104
LI NING CO LTD (2331),0.47,F-104
LOCALIZA RENT A CAR,1.32,F-104
LOCALIZA RENT A CAR SA RIGHTS,0,F-104
LOJAS RENNER S.A,0.91,F-104
LPP SA,1.73,F-104
MACROTECH DEVELOPERS LTD (IND LISTING),0.99,F-104
MAHINDRA & MAHINDRA LTD,1.4,F-104
MAKEMYTRIP LTD,0.51,F-104
MAX HEALTHCARE INSTITUTE LTD (IND LIST,1.59,F-104
MEDIATEK INC,0.95,F-104
MEITUAN-CLASS B,0.56,F-104
MONDI PLC,1.65,F-104
MSCI EMGMKT DEC23 IFUS 20231215,-0.02,F-104
NARI TECHNOLOGY CO LTD-A,0.61,F-104
Net Other Assets,-0.92,F-104
PETROLEO BRASILEIRO SA:PFD 0.000,1.83,F-104
PIDILITE INDUSTRIES LTD,0.64,F-104
POSTAL SAVINGS BANK OF CHI-H,0.9,F-104
PROYA COSMETICS LTD A,0.59,F-104
QUALITAS CONTROLADORA SAB CV,0.97,F-104
RAIA DROGASIL SA,0.95,F-104
RELIANCE INDUSTRIES LTD,2.33,F-104
SAMSUNG ELECTRONICS CO LTD:KRW5000,5.17,F-104
SAMSUNG SDI CO LTD KRW5000 COM,0.57,F-104
SHENZHOU INTERNATIONAL GROUP,1.31,F-104
SK HYNIX INC,1.69,F-104
STAR HEALTH & ALLIED INSURANCE CO LTD,0.69,F-104
STATE BANK OF INDIA,1.6,F-104
SUNGROW POWER SUPPLY LTD A,0.62,F-104
TAIWAN SEMICOND MFG CO LTD ADS:SPONS ADR REPR 5 ORDS,1.96,F-104
TAIWAN SEMICONDUCTOR MFG:TWD10 ORDS,5.91,F-104
TENCENT HOLDINGS LTD,2.95,F-104
TISCO FINANCIAL-FOREIGN,0.74,F-104
UNITED BREWERIES LTD,0.59,F-104
UNITED MICROELECTRONICS CORP TWD:10 ORDS,0.77,F-104
VOLTRONIC (TAI LISTING),0.44,F-104
WALMART DE MEXICO SER V,1.94,F-104
WEG SA,0.46,F-104
null,null,F-104
null,null,F-104
null,null,F-104
null,null,F-104
"Please consider the investment objective, risks, charges and expenses of the fund carefully before investing. The prospectus contains this and other information about the fund. To obtain a prospectus, download one at morganstanley.com/im. Please read the prospectus carefully before investing.",null,F-104
Morgan Stanley Investment Management (MSIM) is the asset management division of Morgan Stanley.,null,F-104
null,null,F-104
null,null,F-104
NOT FDIC INSURED | OFFER NO BANK GUARANTEE | MAY LOSE VALUE | NOT INSURED BY ANY FEDERAL GOVERNMENT AGENCY | NOT A DEPOSIT,null,F-104
null,null,F-104
©2023 Morgan Stanley.,null,F-104
ACUSHNET CO 144A,0.08,F-105
AG TTMT ESCROW ISSUER LLC 144A,0.19,F-105
AHP HEALTH PARTNERS INC 144A,0.7,F-105
AIR CANADA 144A,0.26,F-105
ALIXPARTNERS LLP TL-B,0.06,F-105
ALIXPARTNERS LLP 2021 USD,0.12,F-105
ALLWYN ENTERTAINMENT FINANCING (UK 144A,0.24,F-105
ALTA EQUIPMENT GROUP INC 144A,0.55,F-105
ALTICE FRANCE SA/FRANCE 144A,0.23,F-105
AMBIENCE MERGER SUB INC 144A,0.11,F-105
AMERICAN AIRLINES INC 144A,0.11,F-105
AMERICAN AIRLINES INC/AADVANTAGE L 144A,0.17,F-105
AMERICAN AIRLINES INC/AADVANTAGE L 144A,0.36,F-105
AMERITEX HOLDCO INTERMEDIATE LLC 144A,0.35,F-105
AMN HEALTHCARE INC 144A,0.37,F-105
AMWINS GROUP INC 144A,0.3,F-105
API GROUP DE INC 144A,0.28,F-105
ARCHES BUYER INC 144A,0.24,F-105
ARCHROCK PARTNERS LP / ARCHROCK PA 144A,0.28,F-105
ARCHROCK PARTNERS LP / ARCHROCK PA 144A,0.18,F-105
ARKO CORP 144A,0.53,F-105
ASHTON WOODS USA LLC / ASHTON WOOD 144A,0.4,F-105
ATHENAHEALTH GROUP INC 144A,0.52,F-105
AUDACY CAPITAL CORP 144A,0.04,F-105
BALL CORPORATION,0.3,F-105
BAUSCH + LOMB ESCROW CORP 144A,0.26,F-105
BAYTEX ENERGY CORP 144A,0.56,F-105
BAYTEX ENERGY CORP 144A,0.1,F-105
BCPE EMPIRE TOPCO INC 144A,0.26,F-105
BLOCK COMMUNICATIONS INC 144A,0.55,F-105
BOMBARDIER INC 144A,0.46,F-105
BOYNE USA INC 144A,0.41,F-105
BRINKER INTERNATIONAL INC 144A,0.26,F-105
BROADSTREET PARTNERS INC 144A,0.37,F-105
BRUNDAGE-BONE CONCRETE PUMPING HOL 144A,0.36,F-105
C&W SENIOR FINANCING DAC 144A,0.21,F-105
CARGO AIRCRAFT MANAGEMENT INC 144A,0.43,F-105
CARRIAGE PURCHASER INC 144A,0.76,F-105
CARRIAGE SERVICES INC 144A,0.21,F-105
CARROLS RESTAURANT GROUP INC 144A,0.82,F-105
CARSCOM INC 144A,0.62,F-105
CASTLELAKE AVIATION FINANCE DAC 144A,0.33,F-105
CCM MERGER INC 144A,0.51,F-105
CCO HOLDINGS LLC / CCO HOLDINGS CA 144A,0.39,F-105
CD&R SMOKEY BUYER INC 144A,0.82,F-105
CHARTER COMMUNICATIONS OPERATING L,0.25,F-105
CHOBANI LLC / CHOBANI FINANCE CORP 144A,0.36,F-105
CIENA CORPORATION 144A,0.64,F-105
CITGO PETROLEUM CORP 144A,0.58,F-105
CLARIVATE SCIENCE HOLDINGS CORP 144A,0.37,F-105
CLEAR CHANNEL OUTDOOR HOLDINGS INC 144A,0.4,F-105
CLOUD SOFTWARE GROUP INC 144A,0.2,F-105
CNX MIDSTREAM PARTNERS LP 144A,0.36,F-105
COHERENT CORP 144A,0.42,F-105
COMPASS GROUP DIVERSIFIED HOLDINGS 144A,0.58,F-105
CONCENTRIX CORP,0.32,F-105
CONTINENTAL RESOURCES INC 144A,0.6,F-105
CORELOGIC INC 144A,0.18,F-105
COVANTA HOLDING CORP,0.1,F-105
COVANTA HOLDING CORP 144A,0.39,F-105
CP ATLAS BUYER INC 144A,0.31,F-105
CPI CG INC 144A,0.42,F-105
CQP HOLDCO LP / BIP-V CHINOOK HOLD 144A,0.49,F-105
CROWDSTRIKE HOLDINGS INC,0.4,F-105
CRYOPORT INC 144A,0.51,F-105
CSC HOLDINGS LLC 144A,0.67,F-105
CTR PARTNERSHIP LP / CARETRUST CAP 144A,0.74,F-105
CUSHMAN & WAKEFIELD US BORROWER LL 144A,0.22,F-105
DARLING INGREDIENTS INC 144A,0.18,F-105
DEALER TIRE LLC / DT ISSUER LLC 144A,0.86,F-105
DERIV USD BALANCE WITH R93535 CMD,0.04,F-105
DERIV USD BALANCE WITH R93535 CME,-0.04,F-105
DIAMONDBACK ENERGY INC,0.2,F-105
DRAFTKINGS INC,0.34,F-105
DREAM FINDERS HOMES INC 144A,0.48,F-105
DYCOM INDUSTRIES INC 144A,0.81,F-105
EDGEWELL PERSONAL CARE CO 144A,0.22,F-105
ELDORADO GOLD CORPORATION 144A,0.41,F-105
EMERALD DEBT MERGER SUB LLC 144A,0.35,F-105
ENERSYS 144A,0.4,F-105
ENPRO INDUSTRIES INC,0.47,F-105
ENVIRI CORP 144A,0.98,F-105
EQUIPMENTSHARECOM INC 144A,0.69,F-105
EVERGREEN ACQCO/TVI INC 144A,0.32,F-105
EVERI HOLDINGS INC 144A,0.25,F-105
FERRELLGAS LP / FERRELLGAS FINANCE 144A,0.95,F-105
FLY LEASING LTD 144A,1.48,F-105
FORD MOTOR COMPANY,0.26,F-105
FORD MOTOR COMPANY,0.8,F-105
FORTREA HOLDINGS INC 144A,0.4,F-105
GARDA WORLD SECURITY CORP 144A,0.24,F-105
GCI LLC 144A,0.25,F-105
GLOBAL NET LEASE INC / GLOBAL NET 144A,0.22,F-105
GLOBAL PARTNERS LP / GLP FINANCE C,0.65,F-105
GRAY ESCROW II INC 144A,0.32,F-105
GRAY TELEVISION INC 144A,0.02,F-105
GREAT LAKES DREDGE & DOCK CORPORAT 144A,0.7,F-105
GRIFOLS ESCROW ISSUER SA 144A,0.52,F-105
GRINDING MEDIA INC TL-B,0.66,F-105
GXO LOGISTICS INC,0.27,F-105
GYP HOLDINGS III CORP 144A,0.22,F-105
H-FOOD HOLDINGS LLC / HEARTHSIDE F 144A,0.11,F-105
HADRIAN MERGER SUB INC 144A,0.46,F-105
HANESBRANDS INC 144A,0.28,F-105
HAWAIIAN BRAND INTELLECTUAL PROPER 144A,0.26,F-105
HB FULLER CO,0.44,F-105
HEARTLAND DENTAL CARE INC 144A,0.46,F-105
HERENS HOLDCO SARL 144A,0.45,F-105
HILLENBRAND INC,0.19,F-105
HILTON DOMESTIC OPERATING CO INC 144A,0.19,F-105
HOWARD HUGHES CORP/THE 144A,0.15,F-105
HUDBAY MINERALS INC 144A,0.33,F-105
IAMGOLD CORP 144A,0.44,F-105
ICAHN ENTERPRISES LP / ICAHN ENTER,0.43,F-105
ICAHN ENTERPRISES LP / ICAHN ENTER,0.22,F-105
ICAHN ENTERPRISES LP / ICAHN ENTER,0.06,F-105
ILIAD HOLDING SAS 144A,0.18,F-105
INGLES MARKETS INC 144A,0.4,F-105
INTERNATIONAL FLAVORS & FRAGRANCES 144A,0.26,F-105
IRACORE INTERNATIONAL HOLDINGS,0.07,F-105
IRIS HOLDING INC 144A,0.46,F-105
IRON MOUNTAIN INC 144A,0.25,F-105
ITT HOLDINGS LLC 144A,0.24,F-105
JACOBS ENTERTAINMENT INC 144A,0.43,F-105
JACOBS ENTERTAINMENT INC 144A,0.08,F-105
JANE STREET GROUP / JSG FINANCE IN 144A,0.64,F-105
JB POINDEXTER & CO INC 144A,0.81,F-105
JEFFERIES FINANCE LLC / JFIN CO-IS 144A,0.4,F-105
JEFFERSON CAPITAL HOLDINGS LLC 144A,0.62,F-105
JPW INDUSTRIES HOLD CORP 144A,0.9,F-105
KAISER ALUMINUM CORP 144A,0.19,F-105
KAISER ALUMINUM CORP 144A,0.15,F-105
KBR INC 144A,0.36,F-105
KEN GARFF AUTOMOTIVE LLC 144A,0.22,F-105
KOHLS CORP,0.2,F-105
KYNDRYL HOLDINGS INC,0.47,F-105
LAMAR MEDIA CORP,0.16,F-105
LCM INVESTMENTS HOLDINGS II LLC 144A,0.23,F-105
LCPR SENIOR SECURED FINANCING DAC 144A,0.47,F-105
LEEWARD RENEWABLE ENERGY OPERATION 144A,0.72,F-105
LEGENDS HOSPITALITY HOLDING CO LLC 144A,0.47,F-105
LGI HOMES INC 144A,0.25,F-105
LIFEPOINT HEALTH INC 144A,0.27,F-105
LIFEPOINT HEALTH INC 144A,0.37,F-105
LINDBLAD EXPEDITIONS HOLDINGS INC 144A,0.2,F-105
LINDBLAD EXPEDITIONS LLC 144A,0.35,F-105
LITHIA MOTORS INC 144A,0.32,F-105
LPL HOLDINGS INC 144A,0.54,F-105
MACQUARIE AIRFINANCE HOLDINGS LTD 144A,0.32,F-105
MACYS RETAIL HLDGS LLC 144A,0.4,F-105
MADISON IAQ LLC 144A,0.58,F-105
MAGNOLIA OIL & GAS OPERATING LLC / 144A,0.51,F-105
MANITOWOC CO INC/THE 144A,0.52,F-105
MARTIN MIDSTREAM PARTNERS LP / MAR 144A,0.53,F-105
MATADOR RESOURCES CO,0.25,F-105
MATADOR RESOURCES CO 144A,0.38,F-105
MCAFEE CORP 144A,0.05,F-105
MCLAREN FINANCE PLC 144A,0.38,F-105
MEDLINE BORROWER LP 144A,0.41,F-105
METIS MERGER SUB LLC 144A,0.33,F-105
MGIC INVESTMENT CORP,0.24,F-105
MICHAELS COMPANIES INC 144A,0.34,F-105
MIDCONTINENT COMMUNICATIONS / MIDC 144A,0.51,F-105
MIDWEST GAMING BORROWER LLC / MIDW 144A,0.33,F-105
MINERALS TECHNOLOGIES INC 144A,0.44,F-105
MODIVCARE ESCROW ISSUER INC 144A,0.42,F-105
MODIVCARE INC 144A,0.23,F-105
MOOG INC 144A,0.43,F-105
MUELLER WATER PRODUCTS INC 144A,0.38,F-105
NATHAN S FAMOUS INC 144A,0.35,F-105
NEW ENTERPRISE STONE & LIME CO INC 144A,0.39,F-105
NEW HOME COMPANY INC 144A,0.95,F-105
NEWELL BRANDS INC,0.29,F-105
NEXTERA ENERGY PARTNERS LP 144A,0.58,F-105
NOVA CHEMICALS CORP 144A,0.23,F-105
NOVELIS CORP 144A,0.31,F-105
NUFARM AUSTRALIA LTD 144A,0.42,F-105
OCEANEERING INTERNATIONAL INC,0.79,F-105
OCEANEERING INTERNATIONAL INC. 144A,0.05,F-105
OI EUROPEAN GROUP BV 144A,0.21,F-105
ONEOK INC,0.18,F-105
OPTION CARE HEALTH INC 144A,0.32,F-105
OUTFRONT MEDIA CAPITAL LLC / OUTFR 144A,0.26,F-105
OXFORD FINANCE LLC / OXFORD FINANC 144A,0.67,F-105
P&L DEVELOPMENT LLC 144A,0.78,F-105
PATRICK INDUSTRIES INC 144A,0.12,F-105
PELOTON INTERACTIVE INC,0.43,F-105
PELOTON INTERACTIVE INC TL 1L,0.38,F-105
PERFORMANCE FOOD GROUP INC 144A,0.25,F-105
PERRIGO FINANCE PLC,0.23,F-105
PETSMART INC / PETSMART FINANCE CO 144A,0.23,F-105
PETVET CARE CENTERS LLC 2018 2nd,0.47,F-105
PGT INNOVATIONS INC 144A,0.57,F-105
PIKE CORP 144A,0.45,F-105
PLAYTIKA HOLDING CORP 144A,0.51,F-105
PLUTO ACQUISITION I INC TL,0.5,F-105
PREMIER ENTERTAINMENT SUB LLC / PR 144A,0.37,F-105
PROG HOLDINGS INC 144A,0.28,F-105
RACKSPACE TECHNOLOGY GLOBAL INC 144A,0.21,F-105
RADIATE HOLDCO LLC / RADIATE FINAN 144A,0.26,F-105
RAPTOR ACQUISITION CORP / RAPTOR C 144A,0.16,F-105
REAL HERO MERGER SUB 2 INC 144A,0.55,F-105
RESORTS WORLD LAS VEGAS LLC / RWLV RegS,0.47,F-105
RHP HOTEL PROPERTIES LP / RHP FINA,0.22,F-105
RIVIAN HOLDINGS LLC 144A,0.73,F-105
RLJ LODGING TRUST LP 144A,0.22,F-105
ROBLOX CORP 144A,0.47,F-105
ROCKET MORTGAGE LLC / ROCKET MORTG 144A,0.31,F-105
ROCKET SOFTWARE INC 144A,0.59,F-105
ROCKIES EXPRESS PIPELINE LLC 144A,0.27,F-105
SABLE INTERNATIONAL FINANCE LTD 144A,0.22,F-105
SEASPAN CORP 144A,0.5,F-105
SIGNAL PARENT INC 144A,0.65,F-105
SITIO ROYAL OP / SIT FIN 144A,0.45,F-105
SOTHEBY S 144A,0.4,F-105
SOUTHWESTERN ENERGY COMPANY,0.25,F-105
SPEEDWAY MOTORSPORTS LLC / SPEEDWA 144A,0.79,F-105
SPOTIFY USA INC,0.4,F-105
SQUARE INC,0.2,F-105
SRM ESCROW ISSUER LLC 144A,0.27,F-105
STATION CASINOS LLC 144A,0.17,F-105
SUGARHOUSE HSP GAMING PROP MEZZ LP 144A,0.62,F-105
SURGERY CENTER HOLDINGS INC 2021 Ter,0.53,F-105
TALLGRASS ENERGY PARTNERS LP / TAL 144A,0.43,F-105
TARGA RESOURCES PARTNERS LP,0.48,F-105
TEGNA INC,0.24,F-105
TENNECO INC 144A,0.34,F-105
THOR INDUSTRIES INC 144A,0.22,F-105
TITAN INTERNATIONAL INC,0.26,F-105
TK ELEVATOR US NEWCO INC 144A,0.29,F-105
TMS INTERNATIONAL CORP/DE 144A,0.43,F-105
TOPBUILD CORP 144A,0.2,F-105
TOWNSQUARE MEDIA INC 144A,0.09,F-105
TRANSALTA CORPORATION,0.52,F-105
TRANSDIGM INC,0.27,F-105
TRIDENT TPI HOLDINGS INC 144A,0.28,F-105
TRIMAS CORPORATION 144A,0.33,F-105
TRINET GROUP INC 144A,0.27,F-105
TRINSEO MATERIALS OPERATING SCA / 144A,0.26,F-105
TRINSEO MATERIALS OPERATING SCA / 144A,0.07,F-105
TRIVIUM PACKAGING FINANCE BV 144A,0.26,F-105
TTM TECHNOLOGIES INC 144A,0.36,F-105
UC HOLDINGS INC - RESTRICTED,0.01,F-105
UNIFRAX ESCROW ISSUER CORP 144A,0.5,F-105
UNISYS CORPORATION 144A,0.28,F-105
UNITED AIRLINES INC 144A,0.4,F-105
US ACUTE CARE SOLUTIONS LLC 144A,0.68,F-105
USD CASH(Alpha Committed),-1.14,F-105
VERMILION ENERGY INC 144A,0.53,F-105
VIAVI SOLUTIONS INC 144A,0.51,F-105
VICTORS MERGER CORP 144A,0.41,F-105
VIKING CRUISES LTD 144A,0.55,F-105
VIRGIN MEDIA FINANCE PLC 144A,0.3,F-105
VISTAJET MALTA FINANCE PLC / XO MA 144A,0.8,F-105
VISTAJET MALTA FINANCE PLC / XO MA 144A,0.14,F-105
VM CONSOLIDATED INC 144A,0.48,F-105
VONTIER CORP,0.5,F-105
VT TOPCO INC 144A,0.24,F-105
WASH MULTIFAMILY ACQUISITION INC 144A,0.46,F-105
WASTE PRO USA INC 144A,0.42,F-105
WATCO COS LLC / WATCO FINANCE CORP 144A,0.39,F-105
WHEEL PROS INC 144A,0.2,F-105
WHITE CAP BUYER LLC 144A,0.35,F-105
WOLVERINE WORLD WIDE INC 144A,0.25,F-105
XPO ESCROW SUB LLC 144A,0.2,F-105
ZF NORTH AMERICA CAPITAL INC 144A,0.37,F-105
ZIGGO BV 144A,0.28,F-105
ZIPRECRUITER INC 144A,0.63,F-105
null,null,F-105
null,null,F-105
null,null,F-105
null,null,F-105
"Please consider the investment objective, risks, charges and expenses of the fund carefully before investing. The prospectus contains this and other information about the fund. To obtain a prospectus, download one at morganstanley.com/im. Please read the prospectus carefully before investing.",null,F-105
Morgan Stanley Investment Management (MSIM) is the asset management division of Morgan Stanley.,null,F-105
null,null,F-105
null,null,F-105
NOT FDIC INSURED | OFFER NO BANK GUARANTEE | MAY LOSE VALUE | NOT INSURED BY ANY FEDERAL GOVERNMENT AGENCY | NOT A DEPOSIT,null,F-105
null,null,F-105
©2023 Morgan Stanley.,null,F-105
AGREE REALTY CORP COM,1.79,F-106
ALEXANDRIA REAL ESTATE EQUITIES:INC COM,1.1,F-106
AMERICAN HOMES 4 RENT,4.86,F-106
AMERICOLD REALTY TRUST INC,2.19,F-106
AVALONBAY COMMUNITIES INC REIT:USD COM,6.15,F-106
BRIXMOR PROPERTY GROUP INC,2.72,F-106
CARETRUST REIT INC,1.42,F-106
Cash,0.95,F-106
DIGITAL REALTY TRUST INC,5.67,F-106
EQUINIX INC,9.02,F-106
ESSEX PROPERTY TRUST INC USD COM,3.5,F-106
EXTRA SPACE STORAGE INC,1.78,F-106
HILTON WORLDWIDE HOLDINGS IN,0.64,F-106
HOST HOTELS & RESORTS INC,1.93,F-106
IRON MOUNTAIN INC USD COM,3.09,F-106
KITE REALTY GROUP TRUST,2.72,F-106
MID-AMERICA APARTMENT COMMUNITIE:INC USD COM,2.54,F-106
NETSTREIT CORP,0.97,F-106
Net Other Assets,0.9,F-106
PROLOGIS INC,13.97,F-106
PUBLIC STORAGE,5.64,F-106
REALTY INCOME CORP USD COM,3.48,F-106
REXFORD INDUSTRIAL REALTY INC,1.52,F-106
SIMON PROPERTY GROUP INC USD COM,4.2,F-106
SUN COMMUNITIES INC USD COM,2.41,F-106
URBAN EDGE PROPERTIES,0.65,F-106
VENTAS INC USD COM,1.57,F-106
VICI PROPERTIES INC,4.81,F-106
WELLTOWER INC,7.85,F-106
null,null,F-106
null,null,F-106
null,null,F-106
null,null,F-106
"Please consider the investment objective, risks, charges and expenses of the fund carefully before investing. The prospectus contains this and other information about the fund. To obtain a prospectus, download one at morganstanley.com/im. Please read the prospectus carefully before investing.",null,F-106
Morgan Stanley Investment Management (MSIM) is the asset management division of Morgan Stanley.,null,F-106
null,null,F-106
null,null,F-106
NOT FDIC INSURED | OFFER NO BANK GUARANTEE | MAY LOSE VALUE | NOT INSURED BY ANY FEDERAL GOVERNMENT AGENCY | NOT A DEPOSIT,null,F-106
null,null,F-106
©2023 Morgan Stanley.,null,F-106
ADVANTECH CO LTD,0.18,F-107
AIRTAC INTERNATIONAL GROUP,0.52,F-107
ANGLO AMERICAN PLC,1.73,F-107
ANTOFAGASTA PLC,1.4,F-107
AVI LTD,0.99,F-107
BAJAJ AUTO LTD,2.35,F-107
BAJAJ FINANCE LTD,1.65,F-107
BANCO BTG PACTUAL SA-UNIT,1.47,F-107
BANK CENTRAL ASIA PT,1.29,F-107
BANK MANDIRI PERSERO TBK PT,1.67,F-107
BANK RAKYAT INDONESIA,1.76,F-107
BECLE SAB DE CV,1.62,F-107
CAPITEC BANKHOLDING S LTD,1.36,F-107
CENTRAL RETAIL CORP-FOREIGN,0.39,F-107
CHAILEASE HOLDING CO LTD,1.37,F-107
CISARUA MOUNTAIN DAIRY PT TBK,0.75,F-107
CP ALL PCL FOREIGN,0.38,F-107
CTBC FINANCIAL HOLDING CO LT,0.61,F-107
Cash,0.18,F-107
DELHIVERY LTD,0.66,F-107
DELTA ELECTRONICSLTD TWD10 ORDS,1.21,F-107
GALP ENERGIA SGPS SA B SHRS,1.5,F-107
GRUMA SA DE CV MXN SER B,1.58,F-107
GRUPA KETY SA,1.64,F-107
GRUPO AEROPORTUARIO SER B NPV,0.46,F-107
GRUPO FINANCIERO BANORTE SA DE CV,0.49,F-107
HDFC BANK LTD,3.73,F-107
HINDALCO INDUSTRIES LTD,1.49,F-107
ICICI BANK LTD,2.78,F-107
ICICI PRUDENTIAL LIFE INSURANCE,0.98,F-107
INFOSYS LTD,1.45,F-107
INFOSYS LTD ADR,0.92,F-107
ITAU UNIBANCO HOLDING SA:PFD 0.000,1.14,F-107
KASIKORNBANK PCL-FOREIGN,0.72,F-107
KB FINANCIAL GROUP INC,1.4,F-107
KIA CORP,0.71,F-107
