Portfolio_Name,As_of_Date,Fund_ID,Fund,Benchmark,Fund_Return,Benchmark_Return
Emerging Markets Portfolio,2006-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,40297,35705
Emerging Markets Portfolio,2005-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,35745,32118
Emerging Markets Portfolio,2005-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,33951,30325
Emerging Markets Portfolio,2005-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,31407,28008
Emerging Markets Portfolio,2005-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,33284,29967
Emerging Markets Portfolio,2005-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,30461,27414
Emerging Markets Portfolio,2005-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,29863,27182
Emerging Markets Portfolio,2005-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,28070,25406
Emerging Markets Portfolio,2005-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,27152,24571
Emerging Markets Portfolio,2005-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,26332,23744
Emerging Markets Portfolio,2005-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,26986,24399
Emerging Markets Portfolio,2005-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,29113,26126
Emerging Markets Portfolio,2005-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,26805,24029
Emerging Markets Portfolio,2004-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,26568,23969
Emerging Markets Portfolio,2004-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,25286,22870
Emerging Markets Portfolio,2004-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,23314,20933
Emerging Markets Portfolio,2004-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,22596,20444
Emerging Markets Portfolio,2004-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,21368,19329
Emerging Markets Portfolio,2004-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,20458,18558
Emerging Markets Portfolio,2004-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,20941,18906
Emerging Markets Portfolio,2004-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,20886,18825
Emerging Markets Portfolio,2004-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,21437,19209
Emerging Markets Portfolio,2004-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,23783,20921
Emerging Markets Portfolio,2004-02-29,F-104,DBEMX ,MSCI Emerging Markets Net Index,23148,20664
Emerging Markets Portfolio,2004-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,22100,19757
Emerging Markets Portfolio,2003-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,21410,19091
Emerging Markets Portfolio,2003-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,19720,17801
Emerging Markets Portfolio,2003-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,19380,17588
Emerging Markets Portfolio,2003-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,18017,16208
Emerging Markets Portfolio,2003-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17812,16091
Emerging Markets Portfolio,2003-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16559,15082
Emerging Markets Portfolio,2003-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,15727,14199
Emerging Markets Portfolio,2003-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14882,13437
Emerging Markets Portfolio,2003-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,13860,12541
Emerging Markets Portfolio,2003-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,12811,11516
Emerging Markets Portfolio,2003-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,13342,11855
Emerging Markets Portfolio,2003-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,13669,12198
Emerging Markets Portfolio,2002-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,13819,12252
Emerging Markets Portfolio,2002-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,14494,12673
Emerging Markets Portfolio,2002-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,13554,11857
Emerging Markets Portfolio,2002-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,12750,11134
Emerging Markets Portfolio,2002-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14262,12481
Emerging Markets Portfolio,2002-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14248,12293
Emerging Markets Portfolio,2002-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,15365,13311
Emerging Markets Portfolio,2002-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16564,14395
Emerging Markets Portfolio,2002-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,16755,14631
Emerging Markets Portfolio,2002-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16687,14538
Emerging Markets Portfolio,2002-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,15720,13717
Emerging Markets Portfolio,2002-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15284,13498
Emerging Markets Portfolio,2001-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14725,13058
Emerging Markets Portfolio,2001-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,13744,12098
Emerging Markets Portfolio,2001-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,12287,10955
Emerging Markets Portfolio,2001-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,11497,10316
Emerging Markets Portfolio,2001-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,13554,12207
Emerging Markets Portfolio,2001-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,13908,12330
Emerging Markets Portfolio,2001-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,14848,13168
Emerging Markets Portfolio,2001-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15093,13449
Emerging Markets Portfolio,2001-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,14916,13296
Emerging Markets Portfolio,2001-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14085,12671
Emerging Markets Portfolio,2001-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,15801,14057
Emerging Markets Portfolio,2001-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17559,15253
Emerging Markets Portfolio,2000-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15406,13408
Emerging Markets Portfolio,2000-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,15426,13092
Emerging Markets Portfolio,2000-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17452,14347
Emerging Markets Portfolio,2000-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,19478,15468
Emerging Markets Portfolio,2000-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,22101,16948
Emerging Markets Portfolio,2000-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,22023,16865
Emerging Markets Portfolio,2000-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,23828,17779
Emerging Markets Portfolio,2000-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,22322,17174
Emerging Markets Portfolio,2000-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,23685,17915
Emerging Markets Portfolio,2000-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,27048,19791
Emerging Markets Portfolio,2000-02-29,F-104,DBEMX ,MSCI Emerging Markets Net Index,26438,19695
Emerging Markets Portfolio,2000-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,24607,19438
Emerging Markets Portfolio,1999-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,25010,19323
Emerging Markets Portfolio,1999-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,20205,17143
Emerging Markets Portfolio,1999-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17309,15732
Emerging Markets Portfolio,1999-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,16400,15404
Emerging Markets Portfolio,1999-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16894,15944
Emerging Markets Portfolio,1999-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16972,15800
Emerging Markets Portfolio,1999-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,17387,16241
Emerging Markets Portfolio,1999-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15413,14586
Emerging Markets Portfolio,1999-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,15401,14671
Emerging Markets Portfolio,1999-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,13842,13056
Emerging Markets Portfolio,1999-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,12414,11536
Emerging Markets Portfolio,1999-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,12518,11425
Emerging Markets Portfolio,1998-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,12401,11612
Emerging Markets Portfolio,1998-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,12564,11783
Emerging Markets Portfolio,1998-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,11821,10878
Emerging Markets Portfolio,1998-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,10821,9842
Emerging Markets Portfolio,1998-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,10526,9254
Emerging Markets Portfolio,1998-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14705,13019
Emerging Markets Portfolio,1998-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,14218,12619
Emerging Markets Portfolio,1998-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15411,14097
Emerging Markets Portfolio,1998-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,18129,16336
Emerging Markets Portfolio,1998-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17988,16516
Emerging Markets Portfolio,1998-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,17411,15829
Emerging Markets Portfolio,1998-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16039,14333
Emerging Markets Portfolio,1997-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16616,15553
Emerging Markets Portfolio,1997-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,16910,15187
Emerging Markets Portfolio,1997-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17576,15762
Emerging Markets Portfolio,1997-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,20880,18856
Emerging Markets Portfolio,1997-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,20306,18348
Emerging Markets Portfolio,1997-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,22635,21023
Emerging Markets Portfolio,1997-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,21133,20714
Emerging Markets Portfolio,1997-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,20010,19662
Emerging Markets Portfolio,1997-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,19220,19114
Emerging Markets Portfolio,1997-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,18509,19081
Emerging Markets Portfolio,1997-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,19025,19596
Emerging Markets Portfolio,1997-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,18406,18791
Emerging Markets Portfolio,1996-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16847,17591
Emerging Markets Portfolio,1996-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,16738,17512
Emerging Markets Portfolio,1996-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16590,17223
Emerging Markets Portfolio,1996-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,17160,17695
Emerging Markets Portfolio,1996-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17195,17543
Emerging Markets Portfolio,1996-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16806,17105
Emerging Markets Portfolio,1996-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,18008,18360
Emerging Markets Portfolio,1996-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17587,18246
Emerging Markets Portfolio,1996-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,17256,18328
Emerging Markets Portfolio,1996-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16378,17623
Emerging Markets Portfolio,1996-02-29,F-104,DBEMX ,MSCI Emerging Markets Net Index,16413,17487
Emerging Markets Portfolio,1996-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16401,17770
Emerging Markets Portfolio,1995-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14976,16590
Emerging Markets Portfolio,1995-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,14523,15886
Emerging Markets Portfolio,1995-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15181,16174
Emerging Markets Portfolio,1995-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,16100,16818
Emerging Markets Portfolio,1995-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16134,16898
Emerging Markets Portfolio,1995-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,16259,17306
Emerging Markets Portfolio,1995-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,15888,16926
Emerging Markets Portfolio,1995-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15620,16876
Emerging Markets Portfolio,1995-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,14972,16024
Emerging Markets Portfolio,1995-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,14256,15336
Emerging Markets Portfolio,1995-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,14345,15239
Emerging Markets Portfolio,1995-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15083,15640
Emerging Markets Portfolio,1994-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17159,17502
Emerging Markets Portfolio,1994-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,19055,19030
Emerging Markets Portfolio,1994-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,19835,20074
Emerging Markets Portfolio,1994-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,20330,20443
Emerging Markets Portfolio,1994-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,20319,20213
Emerging Markets Portfolio,1994-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,18297,17981
Emerging Markets Portfolio,1994-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,17148,16929
Emerging Markets Portfolio,1994-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,17370,17409
Emerging Markets Portfolio,1994-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,17033,16833
Emerging Markets Portfolio,1994-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,18170,17176
Emerging Markets Portfolio,1994-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,19845,18885
Emerging Markets Portfolio,1994-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,20182,19227
Emerging Markets Portfolio,1993-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,18990,18884
Emerging Markets Portfolio,1993-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,16610,16205
Emerging Markets Portfolio,1993-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,15240,15518
Emerging Markets Portfolio,1993-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,14040,14241
Emerging Markets Portfolio,1993-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,13530,13738
Emerging Markets Portfolio,1993-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,12640,12668
Emerging Markets Portfolio,1993-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,12380,12342
Emerging Markets Portfolio,1993-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,12070,11987
Emerging Markets Portfolio,1993-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,11630,11662
Emerging Markets Portfolio,1993-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,11220,11400
Emerging Markets Portfolio,1993-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,10920,11035
Emerging Markets Portfolio,1993-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,10380,10853
Emerging Markets Portfolio,1992-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,10220,10801
Emerging Markets Portfolio,1992-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,9860,10492
Emerging Markets Portfolio,1992-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,10110,10607
Emerging Markets Portfolio,1992-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,9960,10068
Emerging Markets Portfolio,1992-09-25,F-104,DBEMX ,MSCI Emerging Markets Net Index,10000,10000
High Yield Portfolio,2023-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18617,17525
High Yield Portfolio,2023-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18853,17735
High Yield Portfolio,2023-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18858,17686
High Yield Portfolio,2023-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18528,17445
High Yield Portfolio,2023-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18224,17158
High Yield Portfolio,2023-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18375,17317
High Yield Portfolio,2023-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18180,17146
High Yield Portfolio,2023-02-28,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18007,16964
High Yield Portfolio,2023-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18191,17185
High Yield Portfolio,2022-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17487,16555
High Yield Portfolio,2022-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17576,16659
High Yield Portfolio,2022-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17353,16305
High Yield Portfolio,2022-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16873,15892
High Yield Portfolio,2022-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17578,16550
High Yield Portfolio,2022-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17835,16940
High Yield Portfolio,2022-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16999,15996
High Yield Portfolio,2022-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18186,17150
High Yield Portfolio,2022-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18397,17108
High Yield Portfolio,2022-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19027,17739
High Yield Portfolio,2022-02-28,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19152,17945
High Yield Portfolio,2022-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19403,18131
High Yield Portfolio,2021-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19776,18641
High Yield Portfolio,2021-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19447,18298
High Yield Portfolio,2021-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19647,18477
High Yield Portfolio,2021-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19683,18509
High Yield Portfolio,2021-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19658,18511
High Yield Portfolio,2021-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19551,18417
High Yield Portfolio,2021-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19546,18347
High Yield Portfolio,2021-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19321,18104
High Yield Portfolio,2021-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19236,18051
High Yield Portfolio,2021-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,19047,17857
High Yield Portfolio,2021-02-28,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18938,17830
High Yield Portfolio,2021-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18830,17765
High Yield Portfolio,2020-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18732,17706
High Yield Portfolio,2020-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18413,17379
High Yield Portfolio,2020-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17788,16718
High Yield Portfolio,2020-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17672,16633
High Yield Portfolio,2020-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17759,16806
High Yield Portfolio,2020-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17501,16648
High Yield Portfolio,2020-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16768,15902
High Yield Portfolio,2020-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16475,15748
High Yield Portfolio,2020-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15650,15084
High Yield Portfolio,2020-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15237,14434
High Yield Portfolio,2020-02-29,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17957,16302
High Yield Portfolio,2020-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18217,16535
High Yield Portfolio,2019-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,18143,16530
High Yield Portfolio,2019-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17737,16206
High Yield Portfolio,2019-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17701,16154
High Yield Portfolio,2019-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17646,16109
High Yield Portfolio,2019-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17501,16051
High Yield Portfolio,2019-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17483,15987
High Yield Portfolio,2019-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17412,15897
High Yield Portfolio,2019-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17092,15543
High Yield Portfolio,2019-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,17282,15730
High Yield Portfolio,2019-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16979,15509
High Yield Portfolio,2019-02-28,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16835,15365
High Yield Portfolio,2019-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16570,15113
High Yield Portfolio,2018-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15930,14460
High Yield Portfolio,2018-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16336,14776
High Yield Portfolio,2018-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16572,14904
High Yield Portfolio,2018-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16857,15147
High Yield Portfolio,2018-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16751,15063
High Yield Portfolio,2018-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16612,14952
High Yield Portfolio,2018-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16507,14791
High Yield Portfolio,2018-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16403,14732
High Yield Portfolio,2018-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16399,14736
High Yield Portfolio,2018-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16313,14641
High Yield Portfolio,2018-02-28,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16341,14730
High Yield Portfolio,2018-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16467,14856
High Yield Portfolio,2017-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16289,14767
High Yield Portfolio,2017-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16220,14723
High Yield Portfolio,2017-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16184,14761
High Yield Portfolio,2017-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,16053,14698
High Yield Portfolio,2017-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15875,14568
High Yield Portfolio,2017-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15887,14573
High Yield Portfolio,2017-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15680,14414
High Yield Portfolio,2017-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15707,14394
High Yield Portfolio,2017-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15595,14270
High Yield Portfolio,2017-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15422,14107
High Yield Portfolio,2017-02-28,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15449,14139
High Yield Portfolio,2017-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15277,13936
High Yield Portfolio,2016-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,15080,13736
High Yield Portfolio,2016-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,14801,13488
High Yield Portfolio,2016-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,14767,13552
High Yield Portfolio,2016-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,14674,13500
High Yield Portfolio,2016-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,14567,13410
High Yield Portfolio,2016-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,14269,13136
High Yield Portfolio,2016-06-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13841,12790
High Yield Portfolio,2016-05-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13779,12673
High Yield Portfolio,2016-04-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13688,12595
High Yield Portfolio,2016-03-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13296,12121
High Yield Portfolio,2016-02-29,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,12807,11605
High Yield Portfolio,2016-01-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,12775,11539
High Yield Portfolio,2015-12-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13058,11728
High Yield Portfolio,2015-11-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13531,12031
High Yield Portfolio,2015-10-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13736,12304
High Yield Portfolio,2015-09-30,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13497,11975
High Yield Portfolio,2015-08-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13728,12295
High Yield Portfolio,2015-07-31,F-105,DBYIX,Bloomberg U.S. Corporate High Yield Index,13889,12513
